student_id,emails_opened,links_clicked,converted
855,13,10,False
856,12,3,True
857,14,9,True
858,5,1,False
859,2,1,False
860,6,5,True
861,13,3,True
862,2,0,False
863,14,8,False
864,3,3,True
865,15,14,True
866,3,0,False
867,14,3,True
868,13,8,True
869,0,0,False
870,9,7,True
871,8,7,True
872,5,4,True
873,12,12,False
874,3,3,False
875,4,4,False
876,14,9,False
877,4,4,True
878,12,3,True
879,13,11,True
880,14,13,True
881,12,6,True
882,11,2,True
883,12,0,True
884,14,5,True
885,8,0,False
886,8,1,False
887,7,0,True
888,14,5,False
889,4,0,False
890,15,0,False
891,15,12,True
892,5,2,True
893,2,1,False
894,1,0,False
895,0,0,False
896,0,0,False
897,5,5,True
898,12,6,True
899,13,5,True
900,11,8,True
901,13,2,True
902,11,7,True
903,9,3,True
904,6,1,False
905,5,1,False
906,8,0,False
907,3,1,False
908,2,1,False
909,8,8,True
910,14,14,True
911,14,3,True
912,8,0,False
913,14,0,False
914,10,4,True
915,1,0,False
916,12,11,True
917,4,4,False
918,14,11,True
919,8,7,True
920,2,2,False
921,1,1,False
922,3,0,True
923,2,1,False
924,15,12,True
925,1,0,False
926,0,0,False
927,7,6,True
928,4,1,False
929,4,1,False
930,5,1,True
931,9,1,True
932,8,5,True
933,12,2,True
934,3,1,False
935,0,0,False
936,8,0,False
937,3,0,False
938,12,5,True
939,5,2,False
940,3,3,False
941,10,6,True
942,7,6,True
943,10,0,False
944,5,3,True
945,15,11,True
946,15,4,True
947,6,5,False
948,9,3,False
949,12,1,True
950,5,4,True
951,11,8,True
952,9,7,True
953,0,0,False
954,3,1,True
955,15,2,True
956,9,9,True
957,3,0,False
958,13,4,True
959,1,1,False
960,14,8,True
961,0,0,False
962,3,1,False
963,14,12,True
964,1,1,False
965,15,10,True
966,10,3,True
967,8,2,False
968,14,10,False
969,7,7,True
970,15,6,True
971,0,0,False
972,8,1,True
973,6,1,False
974,13,11,True
975,9,4,True
976,0,0,False
977,4,1,False
978,0,0,False
979,12,5,True
980,5,5,False
981,6,1,True
982,15,2,True
983,9,2,False
984,2,1,False
985,9,6,True
986,15,7,True
987,10,1,False
988,8,1,True
989,13,1,True
990,6,6,True
991,8,3,True
992,14,9,False
993,8,7,True
994,12,1,True
995,1,0,False
996,6,5,True
997,10,6,True
998,8,1,False
999,4,3,True
1000,1,1,False
1001,15,10,True
1002,7,2,True
1003,0,0,False
1004,3,2,False
1005,4,1,False
1006,6,0,False
1007,4,0,False
1008,6,3,True
1009,10,0,True
1010,13,0,True
1011,9,3,True
1012,4,4,True
1013,8,5,True
1014,11,1,True
1015,4,4,False
1016,10,8,True
1017,7,1,True
1018,1,0,False
1019,13,3,False
1020,9,8,False
1021,13,12,False
1022,12,11,True
1023,1,1,False
1024,11,5,True
1025,5,0,True
1026,10,3,True
1027,3,2,False
1028,12,7,True
1029,10,9,True
1030,3,1,False
1031,3,1,False
1032,2,0,False
1033,6,4,True
1034,10,10,True
1035,14,9,True
1036,11,4,False
1037,1,1,False
1038,10,9,True
1039,1,1,False
1040,9,3,True
1041,15,9,True
1042,9,4,True
1043,12,0,True
1044,12,9,True
1045,1,1,False
1046,1,1,False
1047,4,0,False
1048,0,0,False
1049,0,0,False
1050,15,14,True
1051,1,0,False
1052,0,0,False
1053,7,3,True
1054,12,12,False
1055,14,0,True
1056,15,4,True
1057,9,1,False
1058,4,3,False
1059,3,1,True
1060,7,3,True
1061,11,8,True
1062,8,0,True
1063,2,1,True
1064,8,2,True
1065,4,0,True
1066,10,4,True
1067,9,8,True
1068,0,0,False
1069,9,6,True
1070,0,0,False
1071,2,1,False
1072,2,0,False
1073,7,7,True
1074,15,7,True
1075,10,1,False
1076,12,0,True
1077,15,5,True
1078,1,0,False
1079,9,0,True
1080,0,0,False
1081,2,1,False
1082,13,11,False
1083,6,5,True
1084,6,3,True
1085,10,5,True
1086,2,0,False
1087,8,3,True
1088,5,4,False
1089,13,6,True
1090,11,6,True
1091,6,3,True
1092,4,0,False
1093,3,3,False
1094,11,3,True
1095,0,0,False
1096,15,1,True
1097,9,6,True
1098,15,1,True
1099,5,3,False
1100,7,2,True
1101,12,7,True
1102,7,1,True
1103,12,4,True
1104,0,0,False
1105,5,1,True
1106,8,3,True
1107,13,13,True
1108,9,7,True
1109,15,6,False
1110,7,7,True
1111,5,4,True
1112,2,0,False
1113,9,0,False
1114,2,2,False
1115,9,6,True
1116,12,9,True
1117,4,3,True
1118,11,0,False
1119,13,9,True
1120,5,3,True
1121,13,11,True
1122,6,2,False
1123,2,0,False
1124,1,0,False
1125,12,2,True
1126,14,4,True
1127,1,1,False
1128,1,1,True
1129,3,2,True
1130,13,5,True
1131,13,1,False
1132,1,1,False
1133,7,0,False
1134,0,0,False
1135,9,7,False
1136,12,11,True
1137,11,11,True
1138,6,4,False
1139,6,3,True
1140,12,6,True
1141,7,7,True
1142,15,5,True
1143,5,2,True
1144,9,1,True
1145,15,13,True
1146,3,1,False
1147,4,3,False
1148,5,2,False
1149,14,7,True
1150,9,8,True
1151,9,0,True
1152,3,1,False
1153,11,6,False
1154,0,0,False
1155,1,1,False
1156,6,1,True
1157,12,8,False
1158,2,0,False
1159,5,2,False
1160,12,5,False
1161,6,5,False
1162,13,5,True
1163,5,0,False
1164,3,2,False
1165,0,0,False
1166,13,12,True
1167,15,0,True
1168,12,2,False
1169,4,1,True
1170,4,3,False
1171,12,5,True
1172,2,0,False
1173,10,6,True
1174,6,2,True
1175,7,5,True
1176,2,0,False
1177,0,0,False
1178,13,3,True
1179,11,9,False
1180,4,2,False
1181,1,1,False
1182,1,1,False
1183,2,2,False
1184,0,0,False
1185,12,12,True
1186,11,8,True
1187,10,9,True
1188,8,3,True
1189,2,1,False
1190,7,2,True
1191,11,7,True
1192,3,0,False
1193,12,6,False
1194,1,0,False
1195,5,4,False
1196,2,1,False
1197,12,5,False
1198,3,3,False
1199,11,4,True
1200,6,3,False
1201,2,1,False
1202,7,3,False
1203,12,12,True
1204,9,4,True
1205,9,7,True
1206,7,0,True
1207,4,3,False
1208,14,8,True
1209,8,5,True
1210,13,11,False
1211,2,0,False
1212,11,6,True
1213,2,1,False
1214,12,4,True
1215,11,7,True
1216,13,6,True
1217,2,1,False
1218,5,5,False
1219,12,1,False
1220,9,7,True
1221,14,4,False
1222,0,0,False
1223,15,4,False
1224,15,6,True
1225,13,9,True
1226,9,6,True
1227,4,0,False
1228,11,10,True
1229,8,3,False
1230,13,8,True
1231,9,3,True
1232,0,0,False
1233,8,1,False
1234,11,7,False
1235,11,5,False
1236,14,3,True
1237,2,1,False
1238,14,9,False
1239,15,4,True
1240,11,6,True
1241,0,0,False
1242,7,2,False
1243,12,3,True
1244,2,1,False
1245,9,9,True
1246,14,6,True
1247,12,5,True
1248,13,4,False
1249,15,3,True
1250,2,2,False
1251,11,3,True
1252,13,1,False
1253,14,12,True
1254,11,1,True
1255,15,10,True
1256,6,6,True
1257,8,0,False
1258,4,0,True
1259,3,3,False
1260,5,3,False
1261,13,7,True
1262,14,12,False
1263,7,3,True
1264,5,3,False
1265,15,6,True
1266,13,12,True
1267,9,3,True
1268,2,0,False
1269,1,1,False
1270,14,2,True
1271,3,2,False
1272,2,2,False
1273,14,12,False
1274,2,0,False
1275,6,5,True
1276,8,5,True
1277,12,4,True
1278,15,3,True
1279,0,0,False
1280,12,5,False
1281,10,3,True
1282,8,5,True
1283,12,8,False
1284,10,9,True
1285,4,1,False
1286,1,0,False
1287,11,11,True
1288,15,14,True
1289,3,2,True
1290,1,0,False
1291,0,0,False
1292,9,2,True
1293,12,11,False
1294,14,13,False
1295,2,1,True
1296,13,6,True
1297,15,0,False
1298,3,3,False
1299,4,0,True
1300,13,7,True
1301,7,0,True
1302,10,8,True
1303,12,12,True
1304,0,0,False
1305,3,3,False
1306,11,8,True
1307,3,1,False
1308,13,11,True
1309,4,0,False
1310,2,2,True
1311,3,1,False
1312,11,0,False
1313,12,3,True
1314,8,7,True
1315,9,8,True
1316,8,6,True
1317,4,2,False
1318,9,0,False
1319,14,9,True
1320,9,3,True
1321,9,1,False
1322,14,13,True
1323,13,13,True
1324,12,2,True
1325,5,1,False
1326,5,4,True
1327,3,3,False
1328,2,0,False
1329,4,0,False
1330,0,0,False
1331,14,2,True
1332,15,1,False
1333,10,10,True
1334,3,1,False
1335,6,5,True
1336,0,0,False
1337,2,1,False
1338,15,5,True
1339,2,2,False
1340,0,0,False
1341,1,0,False
1342,11,9,True
1343,11,2,True
1344,3,0,False
1345,14,14,True
1346,13,7,False
1347,5,2,True
1348,12,5,True
1349,7,4,True
1350,3,2,False
1351,5,1,True
1352,5,5,False
1353,8,4,True
1354,12,6,False
1355,2,1,False
1356,5,5,True
1357,1,1,False
1358,8,8,True
1359,6,5,False
1360,5,2,False
1361,10,9,True
1362,7,2,False
1363,3,3,True
1364,11,6,True
1365,11,1,True
1366,1,0,False
1367,3,3,False
1368,0,0,False
1369,3,1,False
1370,9,7,False
1371,4,2,True
1372,1,1,False
1373,7,6,True
1374,11,9,True
1375,15,0,True
1376,5,3,False
1377,5,4,True
1378,8,6,True
1379,2,0,False
1380,4,0,False
1381,7,7,True
1382,13,11,True
1383,15,2,True
1384,15,5,True
1385,1,0,False
1386,9,1,True
1387,5,3,True
1388,0,0,False
1389,0,0,False
1390,5,0,False
1391,2,1,False
1392,3,1,False
1393,8,1,False
1394,7,1,False
1395,5,1,True
1396,7,1,True
1397,14,2,True
1398,15,5,True
1399,14,1,True
1400,1,1,True
1401,7,7,True
1402,0,0,False
1403,0,0,False
1404,15,14,True
1405,9,2,False
1406,14,11,True
1407,14,8,True
1408,4,2,True
1409,2,0,False
1410,10,4,False
1411,7,1,False
1412,14,10,True
1413,8,8,True
1414,10,1,False
1415,11,4,True
1416,5,5,True
1417,8,4,True
1418,11,11,True
1419,11,5,False
1420,0,0,False
1421,4,0,False
1422,0,0,False
1423,14,4,True
1424,7,1,True
1425,13,4,True
1426,12,11,True
1427,14,10,True
1428,10,4,True
1429,15,15,True
1430,3,3,False
1431,7,5,True
1432,8,7,True
1433,3,0,False
1434,3,3,True
1435,15,8,True
1436,9,6,True
1437,6,0,False
1438,2,2,False
1439,2,1,False
1440,3,0,False
1441,8,4,True
1442,12,4,True
1443,5,1,False
1444,12,11,False
1445,2,2,True
1446,15,8,True
1447,9,2,False
1448,5,2,False
1449,14,1,True
1450,1,1,False
1451,9,7,False
1452,0,0,False
1453,15,11,True
1454,6,1,False
1455,6,2,False
1456,11,1,True
1457,7,1,False
1458,13,11,True
1459,8,3,True
1460,5,2,True
1461,7,5,True
1462,13,9,True
1463,6,5,False
1464,15,15,True
1465,1,1,False
1466,15,3,True
1467,8,2,True
1468,3,3,False
1469,13,5,True
1470,11,5,True
1471,5,4,True
1472,6,2,True
1473,12,4,True
1474,8,4,True
1475,12,8,False
1476,9,2,True
1477,5,4,True
1478,7,0,False
1479,0,0,False
1480,15,5,True
1481,6,4,True
1482,6,5,True
1483,5,0,False
1484,11,6,True
1485,10,7,False
1486,5,5,True
1487,13,10,True
1488,1,0,False
1489,13,1,True
1490,7,6,True
1491,1,1,False
1492,1,1,False
1493,2,2,False
1494,1,1,False
1495,15,7,True
1496,7,1,False
1497,9,9,True
1498,9,1,True
1499,5,1,False
1500,10,5,True
1501,7,3,True
1502,0,0,False
1503,5,1,True
1504,2,1,False
1505,4,0,True
1506,5,4,True
1507,7,0,False
1508,10,1,True
1509,14,1,True
1510,11,10,True
1511,8,7,False
1512,13,10,True
1513,10,6,True
1514,6,0,False
1515,14,9,True
1516,14,6,False
1517,10,4,True
1518,12,12,False
1519,8,5,True
1520,10,4,True
1521,6,6,True
1522,6,1,True
1523,0,0,False
1524,0,0,False
1525,3,3,False
1526,4,1,True
1527,5,2,True
1528,1,0,False
1529,2,2,True
1530,0,0,False
1531,4,4,True
1532,1,1,False
1533,3,3,False
1534,9,1,True
1535,11,6,True
1536,7,7,True
1537,1,1,False
1538,7,7,True
1539,14,11,True
1540,8,3,True
1541,7,5,True
1542,8,6,True
1543,4,1,False
1544,9,7,True
1545,12,6,True
1546,15,9,True
1547,0,0,False
1548,2,2,True
1549,3,1,False
1550,3,2,True
1551,3,2,False
1552,9,0,True
1553,12,5,True
1554,8,6,True
1555,8,4,True
1556,10,6,True
1557,14,7,True
1558,13,12,True
1559,7,4,True
1560,2,2,False
1561,5,4,True
1562,9,0,False
1563,11,0,True
1564,5,4,False
1565,8,2,True
1566,4,0,False
1567,5,0,False
1568,7,4,True
1569,0,0,False
1570,4,2,False
1571,2,2,False
1572,11,7,True
1573,15,6,True
1574,7,7,True
1575,1,1,False
1576,15,3,True
1577,12,11,True
1578,14,7,True
1579,15,11,True
1580,11,2,True
1581,10,3,False
1582,10,10,True
1583,10,1,True
1584,3,2,True
1585,1,1,False
1586,15,4,False
1587,7,0,False
1588,9,8,True
1589,1,1,False
1590,3,2,True
1591,4,2,False
1592,1,1,False
1593,7,7,True
1594,15,1,True
1595,11,0,True
1596,0,0,False
1597,6,4,True
1598,9,5,True
1599,0,0,False
1600,5,4,True
1601,7,7,True
1602,8,7,True
1603,1,1,False
1604,12,8,True
1605,10,0,True
1606,7,4,True
1607,0,0,False
1608,11,5,True
1609,15,1,True
1610,8,2,False
1611,10,0,True
1612,6,3,True
1613,12,8,True
1614,1,0,False
1615,3,0,False
1616,9,9,True
1617,9,6,True
1618,11,3,False
1619,6,0,False
1620,13,13,True
1621,6,2,False
1622,13,6,False
1623,11,11,True
1624,14,3,True
1625,1,1,False
1626,9,3,True
1627,5,1,True
1628,6,0,False
1629,2,2,True
1630,3,0,False
1631,1,0,False
1632,15,6,False
1633,0,0,False
1634,14,11,True
1635,3,3,False
1636,14,14,True
1637,13,13,True
1638,13,8,True
1639,9,3,False
1640,2,1,False
1641,6,1,False
1642,2,2,True
1643,4,2,False
1644,1,0,False
1645,8,0,True
1646,6,4,True
1647,12,9,True
1648,8,7,True
1649,9,3,True
1650,6,6,True
1651,11,11,True
1652,2,1,False
1653,11,8,True
1654,13,2,False
1655,1,0,False
1656,7,0,True
1657,3,1,False
1658,12,0,False
1659,15,7,True
1660,10,5,True
1661,1,1,True
1662,2,2,False
