student_id,signup_date,source,state,working_professional
65,2025-12-05,Youtube,MP,False
66,2025-04-27,Ads,Delhi,True
67,2025-05-29,Telegram,Delhi,False
68,2025-02-10,Ads,Bihar,True
69,2025-04-30,Telegram,UP,True
70,2025-02-21,Organic,Maharashtra,True
71,2025-07-14,Organic,Delhi,False
72,2025-05-23,Organic,Delhi,True
73,2025-08-21,Telegram,Delhi,False
74,2025-11-22,Ads,UP,True
75,2025-07-06,Organic,MP,False
76,2025-03-25,Referral,Rajasthan,True
77,2025-07-09,Telegram,Bihar,False
78,2025-07-01,Telegram,UP,False
79,2025-04-18,Ads,MP,False
80,2025-12-10,Telegram,Delhi,True
81,2025-05-17,Telegram,MP,False
82,2025-12-26,Organic,UP,False
83,2025-12-16,Ads,UP,False
84,2025-11-28,Organic,UP,True
85,2025-02-06,Organic,Rajasthan,False
86,2025-11-08,Ads,Maharashtra,True
87,2025-11-22,Youtube,Bihar,False
88,2025-03-29,Organic,Rajasthan,False
89,2025-10-01,Referral,Rajasthan,True
90,2025-05-06,Referral,Maharashtra,False
91,2025-03-25,Telegram,Rajasthan,False
92,2025-08-25,Referral,UP,False
93,2025-07-14,Telegram,UP,True
94,2025-05-19,Youtube,MP,False
95,2025-11-24,Ads,Delhi,False
96,2025-12-19,Ads,Rajasthan,True
97,2025-10-13,Ads,Delhi,True
98,2025-04-23,Referral,Bihar,False
99,2025-12-17,Youtube,UP,True
100,2025-06-16,Referral,MP,False
101,2025-01-29,Referral,Bihar,True
102,2025-04-28,Youtube,MP,True
103,2025-01-17,Youtube,Maharashtra,False
104,2025-06-11,Youtube,UP,False
105,2025-07-25,Youtube,Bihar,False
106,2025-05-18,Ads,Maharashtra,False
107,2025-02-03,Email,Bihar,False
108,2025-04-19,Email,MP,True
109,2025-10-18,Youtube,Maharashtra,False
110,2025-06-11,Email,Maharashtra,True
111,2025-04-19,Email,UP,False
112,2025-12-02,Youtube,Delhi,True
113,2025-09-13,Email,MP,True
114,2025-07-22,Referral,MP,False
115,2025-11-26,Telegram,Maharashtra,True
116,2025-08-23,Telegram,Maharashtra,True
117,2025-03-15,Youtube,UP,False
118,2025-05-16,Ads,Delhi,False
119,2025-03-13,Youtube,MP,False
120,2025-05-07,Ads,Rajasthan,False
121,2025-10-15,Telegram,Rajasthan,True
122,2025-10-03,Youtube,Delhi,False
123,2025-05-15,Organic,Bihar,True
124,2025-10-27,Referral,UP,False
125,2025-08-08,Email,Delhi,False
126,2025-10-26,Ads,Rajasthan,False
127,2025-07-24,Organic,Maharashtra,False
128,2025-07-05,Email,Rajasthan,True
129,2025-04-23,Email,Maharashtra,False
130,2025-03-12,Youtube,UP,False
131,2025-09-18,Email,Maharashtra,True
132,2025-09-10,Referral,Delhi,True
133,2025-02-16,Organic,Maharashtra,False
134,2025-01-25,Email,Bihar,False
135,2025-02-26,Youtube,Delhi,True
136,2025-03-20,Referral,UP,False
137,2025-11-18,Telegram,Delhi,True
138,2025-03-23,Organic,Bihar,True
139,2025-12-15,Email,UP,False
140,2025-08-05,Youtube,Rajasthan,True
141,2025-11-02,Telegram,Bihar,False
142,2025-02-02,Telegram,UP,True
143,2025-07-17,Ads,Maharashtra,True
144,2025-07-15,Referral,Delhi,True
145,2025-11-02,Email,UP,False
146,2025-08-28,Youtube,Delhi,False
147,2025-09-28,Ads,Maharashtra,False
148,2025-05-09,Referral,UP,True
149,2025-10-11,Ads,Rajasthan,False
150,2025-01-06,Organic,Bihar,False
151,2025-12-15,Referral,UP,False
152,2025-02-28,Referral,Maharashtra,False
153,2025-12-16,Email,UP,False
154,2025-10-02,Referral,Delhi,True
155,2025-05-17,Ads,MP,False
156,2025-11-25,Referral,UP,False
157,2025-06-24,Email,Rajasthan,False
158,2025-02-27,Email,UP,True
159,2025-05-31,Organic,Bihar,True
160,2025-08-11,Ads,UP,False
161,2025-03-22,Telegram,MP,True
162,2025-08-21,Telegram,Delhi,True
163,2025-01-02,Referral,UP,False
164,2025-05-15,Organic,Rajasthan,False
165,2025-09-14,Youtube,Maharashtra,False
166,2025-04-02,Referral,UP,False
167,2025-09-17,Organic,UP,True
168,2025-02-24,Ads,Bihar,False
169,2025-11-17,Ads,Rajasthan,True
170,2025-06-02,Ads,MP,False
171,2025-11-24,Ads,Maharashtra,False
172,2025-09-17,Ads,Delhi,True
173,2025-11-08,Organic,UP,True
174,2025-04-12,Organic,MP,False
175,2025-03-20,Email,Maharashtra,True
176,2025-07-11,Telegram,Delhi,True
177,2025-03-24,Ads,MP,False
178,2025-10-04,Youtube,Rajasthan,False
179,2025-09-29,Organic,Rajasthan,True
180,2025-01-01,Youtube,Maharashtra,False
181,2025-11-03,Youtube,Delhi,False
182,2025-06-15,Youtube,Rajasthan,True
183,2025-09-08,Email,Maharashtra,False
184,2025-01-10,Organic,Rajasthan,True
185,2025-02-27,Youtube,Rajasthan,False
186,2025-07-05,Ads,MP,False
187,2025-06-07,Referral,MP,False
188,2025-05-03,Youtube,Rajasthan,False
189,2025-01-30,Email,Bihar,True
190,2025-05-04,Organic,MP,True
191,2025-10-18,Email,Delhi,False
192,2025-02-10,Youtube,Maharashtra,False
193,2025-02-13,Organic,Maharashtra,True
194,2025-09-06,Referral,Delhi,False
195,2025-02-05,Youtube,Delhi,True
196,2025-09-30,Email,Delhi,True
197,2025-03-06,Telegram,Delhi,False
198,2025-03-07,Ads,UP,True
199,2025-12-04,Email,Maharashtra,False
200,2025-09-01,Organic,UP,True
201,2025-10-09,Youtube,Rajasthan,True
202,2025-03-26,Ads,Rajasthan,False
203,2025-05-16,Youtube,Maharashtra,False
204,2025-09-28,Organic,Rajasthan,False
205,2025-11-07,Youtube,Delhi,False
206,2025-08-05,Telegram,UP,True
207,2025-04-19,Ads,Delhi,False
208,2025-10-04,Ads,Rajasthan,False
209,2025-12-20,Organic,MP,False
210,2025-04-13,Telegram,UP,True
211,2026-01-01,Email,Delhi,True
212,2025-06-09,Youtube,Maharashtra,False
213,2025-07-24,Referral,Delhi,False
214,2025-12-10,Youtube,MP,False
215,2025-11-29,Youtube,Rajasthan,False
216,2025-07-11,Email,UP,True
217,2025-08-13,Youtube,Maharashtra,False
218,2025-09-22,Telegram,UP,False
219,2025-08-20,Telegram,Maharashtra,False
220,2025-03-03,Ads,UP,True
221,2025-05-07,Organic,Rajasthan,True
222,2025-04-26,Referral,Maharashtra,True
223,2025-02-02,Youtube,Bihar,False
224,2025-06-23,Youtube,UP,True
225,2025-01-11,Email,UP,True
226,2025-10-29,Organic,Delhi,False
227,2025-10-11,Telegram,Maharashtra,True
228,2025-04-28,Referral,MP,True
229,2025-10-29,Ads,Bihar,True
230,2025-04-23,Telegram,Rajasthan,True
231,2025-01-04,Organic,Delhi,False
232,2025-02-06,Ads,Bihar,False
233,2025-12-29,Email,Maharashtra,False
234,2025-11-20,Email,Bihar,False
235,2025-01-31,Youtube,UP,False
236,2025-04-28,Organic,UP,False
237,2025-02-04,Referral,Delhi,True
238,2025-01-17,Ads,Maharashtra,True
239,2025-06-19,Telegram,Maharashtra,False
240,2025-02-06,Organic,Bihar,True
241,2025-09-21,Organic,Delhi,True
242,2025-05-02,Email,Maharashtra,False
243,2025-05-23,Youtube,MP,False
244,2025-12-09,Youtube,MP,True
245,2025-09-06,Ads,UP,True
246,2025-04-20,Email,Bihar,True
247,2025-10-04,Organic,Rajasthan,False
248,2025-03-09,Referral,UP,True
249,2025-10-20,Email,Delhi,False
250,2025-10-23,Ads,Maharashtra,False
251,2025-08-31,Ads,UP,False
252,2025-05-05,Email,Rajasthan,True
253,2025-08-31,Ads,Rajasthan,True
254,2025-07-28,Email,MP,False
255,2025-04-08,Telegram,Delhi,False
256,2025-02-18,Email,UP,True
257,2025-02-19,Email,Bihar,False
258,2025-12-04,Ads,UP,True
259,2025-08-09,Ads,MP,True
260,2025-07-01,Youtube,Rajasthan,False
261,2025-08-05,Youtube,Delhi,True
262,2025-07-30,Telegram,Delhi,False
263,2025-08-28,Youtube,Bihar,False
264,2025-01-28,Email,Delhi,False
265,2025-12-11,Ads,MP,False
266,2025-12-01,Youtube,MP,False
267,2025-11-27,Youtube,MP,True
268,2025-02-20,Telegram,Delhi,False
269,2025-02-01,Organic,Delhi,False
270,2025-07-26,Telegram,MP,True
271,2025-06-23,Email,Delhi,True
272,2025-02-25,Ads,Delhi,True
273,2025-05-08,Telegram,Rajasthan,False
274,2025-04-09,Youtube,UP,False
275,2025-04-08,Ads,Maharashtra,False
276,2025-10-02,Ads,Delhi,False
277,2025-08-18,Youtube,Maharashtra,False
278,2025-03-13,Telegram,Maharashtra,False
279,2025-08-05,Youtube,Rajasthan,False
280,2025-04-04,Organic,Delhi,False
281,2025-05-23,Ads,MP,False
282,2025-08-25,Referral,Maharashtra,False
283,2025-05-08,Referral,Delhi,False
284,2025-02-08,Email,Bihar,False
285,2025-08-15,Youtube,MP,False
286,2025-10-09,Youtube,Bihar,False
287,2025-02-20,Email,Bihar,False
288,2025-01-26,Email,Maharashtra,False
289,2025-11-30,Email,Bihar,False
290,2025-10-04,Ads,Rajasthan,False
291,2025-01-08,Organic,Rajasthan,True
292,2025-02-17,Youtube,Maharashtra,True
293,2025-05-02,Ads,Delhi,False
294,2025-03-27,Email,UP,False
295,2025-07-28,Youtube,Delhi,False
296,2025-09-06,Ads,Delhi,True
297,2025-09-04,Organic,Delhi,True
298,2025-04-20,Ads,Delhi,True
299,2025-07-25,Organic,MP,True
300,2025-01-31,Email,UP,False
301,2025-03-26,Organic,MP,True
302,2025-07-14,Youtube,Bihar,False
303,2025-01-02,Email,Delhi,False
304,2025-07-19,Youtube,Rajasthan,False
305,2025-05-16,Referral,Maharashtra,False
306,2025-08-21,Telegram,Maharashtra,False
307,2025-05-27,Organic,MP,True
308,2025-08-05,Telegram,MP,False
309,2025-12-23,Telegram,Rajasthan,False
310,2025-10-12,Organic,Delhi,True
311,2025-12-05,Email,UP,True
312,2025-09-07,Referral,Bihar,True
313,2025-03-21,Youtube,Maharashtra,True
314,2025-04-08,Ads,Bihar,False
315,2025-06-01,Youtube,UP,False
316,2025-04-22,Ads,MP,True
317,2025-01-30,Youtube,Maharashtra,False
318,2025-10-24,Organic,Bihar,False
319,2025-10-05,Referral,MP,True
320,2025-02-01,Ads,UP,False
321,2025-06-10,Email,Bihar,False
322,2025-01-30,Youtube,Delhi,False
323,2025-01-26,Youtube,MP,False
324,2025-10-27,Ads,UP,False
325,2025-09-02,Email,Bihar,True
326,2025-09-15,Email,Delhi,False
327,2025-09-29,Organic,Delhi,False
328,2025-03-22,Organic,UP,True
329,2025-01-30,Organic,Rajasthan,False
330,2025-09-18,Organic,Maharashtra,False
331,2025-02-11,Organic,UP,True
332,2025-04-06,Organic,Delhi,False
333,2025-02-05,Referral,Delhi,True
334,2025-11-01,Email,UP,False
335,2025-02-04,Organic,Rajasthan,True
336,2025-12-12,Email,Maharashtra,False
337,2025-05-01,Email,Bihar,True
338,2025-07-26,Telegram,UP,True
339,2025-03-03,Referral,Maharashtra,True
340,2025-10-19,Organic,Maharashtra,False
341,2025-05-07,Youtube,MP,False
342,2025-10-24,Ads,Delhi,False
343,2025-11-01,Youtube,Bihar,False
344,2025-01-21,Referral,UP,False
345,2025-11-14,Ads,Delhi,True
346,2025-02-11,Referral,MP,False
347,2025-08-03,Email,MP,True
348,2025-12-03,Ads,Delhi,False
349,2025-10-26,Email,Rajasthan,False
350,2025-10-17,Youtube,Maharashtra,False
351,2025-09-25,Youtube,UP,True
352,2025-06-11,Ads,UP,False
353,2025-05-14,Ads,UP,True
354,2025-04-15,Organic,Delhi,True
355,2025-12-09,Referral,Rajasthan,True
356,2025-06-10,Organic,Bihar,False
357,2025-05-03,Referral,MP,False
358,2025-05-16,Organic,Delhi,True
359,2025-07-22,Email,Bihar,True
360,2025-03-09,Ads,MP,False
361,2025-12-10,Youtube,MP,False
362,2025-11-27,Referral,Rajasthan,True
363,2025-06-03,Referral,Maharashtra,True
364,2025-08-23,Youtube,UP,False
365,2025-06-11,Organic,Bihar,False
366,2025-02-07,Referral,Delhi,False
367,2025-01-05,Email,Bihar,False
368,2025-08-23,Ads,Maharashtra,True
369,2025-11-15,Youtube,UP,True
370,2025-10-16,Ads,Bihar,True
371,2025-02-21,Referral,Maharashtra,True
372,2025-02-07,Referral,Delhi,False
373,2025-10-03,Youtube,Rajasthan,False
374,2025-04-20,Email,MP,False
375,2025-09-17,Telegram,Delhi,True
376,2025-05-16,Youtube,UP,False
377,2025-03-09,Telegram,MP,False
378,2025-06-28,Organic,Delhi,True
379,2025-02-05,Telegram,Delhi,False
380,2025-05-06,Email,Delhi,True
381,2025-07-09,Organic,Delhi,True
382,2025-05-26,Telegram,MP,False
383,2025-03-22,Organic,UP,False
384,2025-08-13,Telegram,Maharashtra,True
385,2025-10-06,Email,Bihar,True
386,2025-12-27,Telegram,Rajasthan,False
387,2025-06-04,Telegram,Bihar,False
388,2025-11-10,Telegram,Bihar,False
389,2025-12-01,Youtube,Rajasthan,True
390,2025-09-28,Youtube,MP,True
391,2025-01-05,Youtube,UP,True
392,2025-12-08,Email,Rajasthan,True
393,2025-10-11,Organic,UP,True
394,2025-06-03,Referral,MP,True
395,2025-12-06,Telegram,Bihar,False
396,2025-02-23,Telegram,UP,True
397,2025-03-10,Email,MP,False
398,2025-05-16,Telegram,MP,True
399,2025-03-01,Youtube,Maharashtra,False
400,2025-02-24,Referral,Rajasthan,True
401,2025-10-11,Ads,Maharashtra,False
402,2025-03-21,Telegram,Bihar,True
403,2025-05-20,Youtube,Rajasthan,False
404,2025-05-25,Ads,Bihar,False
405,2025-11-06,Referral,Maharashtra,False
406,2025-04-18,Ads,MP,True
407,2025-06-25,Youtube,Bihar,False
408,2025-04-15,Organic,Rajasthan,False
409,2025-12-18,Organic,Rajasthan,True
410,2025-11-21,Ads,Bihar,False
411,2025-05-16,Email,Rajasthan,False
412,2025-09-16,Ads,MP,False
413,2025-09-08,Telegram,MP,False
414,2025-05-09,Telegram,Rajasthan,False
415,2025-01-27,Organic,Bihar,False
416,2025-02-17,Email,Maharashtra,False
417,2025-11-21,Youtube,Rajasthan,False
418,2025-08-05,Telegram,Rajasthan,False
419,2025-05-22,Organic,Rajasthan,False
420,2025-01-23,Referral,Rajasthan,False
421,2025-01-02,Organic,Bihar,True
422,2025-06-20,Telegram,Maharashtra,True
423,2025-03-08,Telegram,Maharashtra,True
424,2025-11-23,Organic,UP,True
425,2025-05-15,Youtube,Rajasthan,True
426,2025-03-24,Ads,Rajasthan,False
427,2025-08-15,Telegram,UP,True
428,2025-10-10,Organic,Maharashtra,False
429,2025-12-28,Organic,Delhi,False
430,2025-08-07,Email,MP,True
431,2025-10-15,Ads,Delhi,True
432,2025-01-05,Referral,Maharashtra,False
433,2025-02-27,Youtube,Rajasthan,False
434,2025-02-08,Referral,Delhi,False
435,2025-12-20,Ads,Bihar,False
436,2025-03-18,Ads,Bihar,False
437,2025-10-07,Ads,UP,False
438,2025-01-19,Referral,Maharashtra,False
439,2025-07-09,Ads,Maharashtra,False
440,2025-10-26,Organic,Delhi,False
441,2025-10-10,Referral,Rajasthan,True
442,2025-03-17,Ads,Maharashtra,False
443,2025-08-09,Organic,Delhi,False
444,2025-03-07,Email,Delhi,False
445,2025-01-22,Ads,MP,True
446,2025-06-07,Referral,MP,True
447,2025-07-06,Telegram,Maharashtra,True
448,2025-01-21,Ads,Delhi,True
449,2025-07-03,Telegram,UP,True
450,2025-04-18,Organic,UP,False
451,2025-12-16,Email,MP,True
452,2025-05-08,Youtube,Maharashtra,True
453,2025-12-08,Email,Rajasthan,True
454,2025-02-22,Ads,UP,False
455,2025-07-01,Telegram,UP,True
456,2025-10-14,Telegram,MP,True
457,2025-07-28,Referral,MP,False
458,2025-11-14,Telegram,Maharashtra,False
459,2025-03-21,Referral,MP,True
460,2025-05-02,Organic,Bihar,True
461,2025-03-25,Youtube,Delhi,True
462,2025-04-01,Ads,UP,False
463,2025-07-31,Referral,Bihar,True
464,2025-01-13,Youtube,Rajasthan,False
465,2025-04-02,Telegram,Bihar,True
466,2025-06-20,Telegram,Maharashtra,False
467,2025-07-30,Youtube,Rajasthan,True
468,2025-12-09,Telegram,Rajasthan,True
469,2025-05-08,Organic,MP,False
470,2025-05-17,Organic,Bihar,True
471,2025-03-23,Youtube,Maharashtra,True
472,2025-12-26,Referral,UP,False
473,2025-02-25,Referral,MP,False
474,2025-07-15,Youtube,Bihar,True
475,2025-01-20,Referral,UP,False
476,2025-08-29,Referral,Bihar,False
477,2025-04-24,Organic,MP,False
478,2025-04-13,Referral,UP,False
479,2025-08-24,Email,MP,False
480,2025-06-29,Ads,Bihar,True
481,2025-06-06,Telegram,Rajasthan,False
482,2025-04-27,Email,Delhi,True
483,2025-04-25,Referral,Rajasthan,True
484,2025-01-13,Organic,MP,False
485,2025-12-04,Youtube,MP,True
486,2025-04-09,Referral,MP,False
487,2025-07-24,Organic,UP,False
488,2025-06-18,Ads,Maharashtra,False
489,2025-05-23,Referral,MP,True
490,2025-02-05,Youtube,Rajasthan,True
491,2025-05-23,Organic,Delhi,False
492,2025-06-29,Organic,MP,False
493,2025-11-25,Organic,MP,True
494,2025-09-18,Ads,MP,True
495,2025-07-24,Referral,UP,False
496,2025-12-14,Ads,MP,True
497,2025-10-02,Telegram,Rajasthan,False
498,2025-06-19,Telegram,Bihar,False
499,2025-01-15,Referral,Maharashtra,False
500,2025-03-01,Ads,MP,True
501,2025-05-14,Youtube,UP,True
502,2025-04-02,Organic,Rajasthan,True
503,2025-10-25,Organic,MP,False
504,2025-05-16,Referral,UP,False
505,2025-01-20,Telegram,Bihar,False
506,2025-02-25,Telegram,Delhi,False
507,2025-11-02,Organic,MP,True
508,2025-08-11,Referral,Rajasthan,False
509,2025-06-26,Ads,UP,False
510,2025-06-10,Telegram,UP,False
511,2025-08-12,Ads,MP,True
512,2025-11-07,Telegram,UP,False
513,2025-09-19,Telegram,Delhi,False
514,2025-03-01,Email,UP,False
515,2025-07-17,Telegram,Maharashtra,True
516,2025-10-23,Youtube,Maharashtra,False
517,2025-04-08,Referral,UP,True
518,2025-05-11,Referral,MP,False
519,2025-01-23,Ads,Maharashtra,False
520,2025-12-29,Telegram,Rajasthan,False
521,2025-08-12,Youtube,Maharashtra,False
522,2025-01-01,Ads,UP,False
523,2025-09-24,Email,MP,True
524,2025-10-03,Ads,Bihar,True
525,2025-12-18,Ads,MP,False
526,2025-12-10,Telegram,MP,False
527,2025-04-11,Email,MP,True
528,2025-07-06,Ads,Rajasthan,True
529,2025-08-09,Youtube,Delhi,False
530,2025-02-05,Youtube,UP,False
531,2025-12-07,Referral,Delhi,False
532,2025-06-19,Email,Bihar,True
533,2025-11-16,Email,Delhi,False
534,2025-06-10,Referral,UP,False
535,2025-12-06,Ads,UP,False
536,2025-03-05,Email,Bihar,False
537,2025-06-03,Youtube,UP,True
538,2025-09-17,Youtube,Bihar,False
539,2025-06-08,Telegram,Bihar,True
540,2025-12-08,Email,UP,True
541,2025-07-29,Ads,Maharashtra,False
542,2025-06-17,Referral,Bihar,False
543,2025-07-26,Referral,UP,False
544,2025-12-23,Ads,Maharashtra,False
545,2025-06-01,Organic,Bihar,True
546,2025-10-11,Telegram,Maharashtra,False
547,2025-03-07,Referral,Rajasthan,True
548,2025-04-09,Email,MP,False
549,2025-08-04,Telegram,Rajasthan,True
550,2025-12-07,Email,Maharashtra,False
551,2025-07-14,Youtube,Bihar,True
552,2025-12-13,Telegram,UP,False
553,2025-03-31,Referral,Delhi,False
554,2025-11-12,Telegram,UP,False
555,2025-10-19,Telegram,Delhi,False
556,2025-06-04,Telegram,Delhi,False
557,2025-07-27,Organic,Bihar,False
558,2025-10-08,Telegram,Maharashtra,False
559,2025-01-01,Email,UP,False
560,2025-06-05,Youtube,Maharashtra,True
561,2025-05-27,Ads,Rajasthan,True
562,2025-04-18,Telegram,Bihar,True
563,2025-08-09,Referral,Bihar,True
564,2025-10-24,Telegram,Rajasthan,False
565,2025-11-07,Referral,UP,True
566,2025-12-02,Email,MP,True
567,2025-06-14,Referral,Rajasthan,True
568,2025-08-27,Ads,UP,False
569,2025-08-15,Youtube,Delhi,False
570,2025-08-15,Referral,Bihar,True
571,2025-12-12,Referral,UP,False
572,2025-04-20,Youtube,Maharashtra,True
573,2025-09-19,Ads,Maharashtra,False
574,2025-08-31,Telegram,Bihar,False
575,2025-03-28,Referral,Rajasthan,True
576,2025-12-04,Youtube,MP,False
577,2025-02-13,Email,Rajasthan,False
578,2025-05-26,Youtube,UP,False
579,2025-09-21,Email,Rajasthan,False
580,2025-12-06,Ads,Bihar,True
581,2025-11-21,Telegram,UP,True
582,2025-11-14,Youtube,Delhi,True
583,2025-06-21,Organic,Rajasthan,True
584,2025-02-17,Referral,Rajasthan,True
585,2025-05-01,Ads,MP,False
586,2025-12-11,Youtube,UP,True
587,2025-06-08,Referral,Maharashtra,False
588,2025-04-26,Youtube,Rajasthan,False
589,2025-04-12,Email,Bihar,False
590,2025-03-17,Youtube,Rajasthan,False
591,2025-01-13,Organic,MP,False
592,2025-01-24,Youtube,Delhi,False
593,2025-05-06,Youtube,MP,False
594,2025-09-01,Organic,Rajasthan,False
595,2025-11-09,Ads,Maharashtra,False
596,2025-02-07,Youtube,Rajasthan,True
597,2025-08-22,Organic,UP,False
598,2025-08-01,Referral,Rajasthan,False
599,2025-11-19,Email,Maharashtra,True
600,2025-10-22,Email,UP,True
601,2025-04-10,Youtube,Bihar,False
602,2025-12-23,Ads,UP,False
603,2025-07-16,Ads,MP,True
604,2025-09-11,Referral,Delhi,False
605,2025-07-24,Youtube,MP,False
606,2025-05-05,Email,UP,False
607,2025-03-17,Ads,Bihar,False
608,2025-12-02,Youtube,Rajasthan,False
609,2025-12-19,Ads,UP,False
610,2025-01-03,Organic,MP,True
611,2025-02-24,Ads,UP,False
612,2025-08-06,Email,UP,False
613,2025-04-23,Telegram,UP,False
614,2025-04-01,Referral,Bihar,False
615,2025-12-23,Referral,Maharashtra,True
616,2025-09-23,Email,Maharashtra,False
617,2025-08-26,Ads,UP,True
618,2025-01-26,Youtube,Bihar,True
619,2025-10-13,Ads,Bihar,True
620,2025-05-08,Email,UP,True
621,2025-03-04,Referral,MP,False
622,2025-08-22,Ads,MP,True
623,2025-03-10,Referral,Delhi,True
624,2025-08-26,Youtube,UP,False
625,2025-12-08,Referral,Delhi,True
626,2025-09-29,Referral,MP,True
627,2025-10-14,Telegram,MP,True
628,2025-11-01,Telegram,UP,True
629,2025-06-12,Organic,Delhi,True
630,2025-08-15,Telegram,Delhi,True
631,2025-11-10,Referral,UP,False
632,2025-09-16,Email,Delhi,True
633,2025-08-07,Referral,Rajasthan,True
634,2025-10-08,Email,MP,False
635,2025-08-17,Email,Maharashtra,False
636,2025-03-23,Telegram,Bihar,False
637,2025-09-01,Ads,Delhi,False
638,2025-08-19,Youtube,Delhi,True
639,2025-05-13,Telegram,Bihar,False
640,2025-05-07,Telegram,Delhi,True
641,2025-11-23,Ads,Bihar,True
642,2025-05-22,Youtube,UP,False
643,2025-09-24,Referral,Rajasthan,False
644,2025-09-06,Organic,Rajasthan,False
645,2025-11-17,Organic,MP,False
646,2025-05-03,Referral,Maharashtra,True
647,2025-05-21,Telegram,Delhi,False
648,2025-08-14,Youtube,Maharashtra,False
649,2025-02-09,Telegram,UP,False
650,2026-01-01,Email,Rajasthan,False
651,2025-05-27,Telegram,UP,False
652,2025-05-01,Telegram,UP,True
653,2025-05-20,Referral,Delhi,False
654,2025-06-21,Referral,UP,True
655,2025-06-13,Referral,Rajasthan,True
656,2025-10-04,Organic,Maharashtra,False
657,2025-02-11,Email,Rajasthan,True
658,2025-03-12,Referral,Delhi,False
659,2025-03-19,Youtube,Rajasthan,True
660,2025-04-29,Organic,Bihar,False
661,2025-07-16,Ads,Maharashtra,True
662,2025-12-22,Youtube,Bihar,True
663,2025-03-20,Youtube,Bihar,True
664,2025-12-28,Referral,MP,False
665,2025-04-20,Ads,Delhi,True
666,2025-02-02,Ads,UP,False
667,2025-08-01,Organic,Bihar,True
668,2025-07-28,Ads,Rajasthan,True
669,2025-06-19,Email,UP,True
670,2025-10-05,Referral,Rajasthan,False
671,2025-08-27,Ads,Rajasthan,False
672,2025-08-01,Organic,UP,False
673,2025-02-01,Email,UP,True
674,2025-04-16,Telegram,Rajasthan,False
675,2025-08-04,Telegram,Delhi,False
676,2025-07-19,Email,Maharashtra,True
677,2025-10-27,Organic,MP,False
678,2025-12-23,Email,Maharashtra,False
679,2025-01-11,Referral,Delhi,True
680,2025-10-22,Referral,MP,True
681,2025-07-14,Telegram,UP,True
682,2025-09-02,Ads,MP,False
683,2025-01-04,Organic,Rajasthan,True
684,2025-06-30,Telegram,Maharashtra,True
685,2025-06-02,Ads,MP,True
686,2025-07-19,Ads,Rajasthan,True
687,2025-08-03,Referral,Delhi,True
688,2025-10-03,Youtube,MP,False
689,2025-10-07,Youtube,Rajasthan,True
690,2025-11-05,Email,Delhi,False
691,2025-04-23,Referral,UP,True
692,2025-09-07,Ads,Delhi,False
693,2025-04-23,Organic,Delhi,False
694,2025-05-20,Youtube,Maharashtra,True
